Epoch,Train_Loss,RMSE,MAE,R2
74,0.000764370983822172,0.03926635537737652,0.025341885164380074,0.954006552696228
75,0.0007906519730407608,0.03930287017271804,0.02441415749490261,0.9539209604263306
76,0.0008086597965088646,0.03999943342124248,0.024849783629179,0.9522731304168701
77,0.0008558452076185323,0.04084076961998448,0.025709323585033417,0.9502443075180054
78,0.0008007261472170392,0.038461517524684886,0.025607459247112274,0.955872654914856
79,0.0007427235143361887,0.037533823544839945,0.024057600647211075,0.9579756855964661
80,0.0007807659641698325,0.037266695813922786,0.023835310712456703,0.95857173204422
81,0.0007470522351093892,0.039091967852254536,0.02493315376341343,0.9544141292572021
82,0.0009263797025649931,0.0391909513892917,0.025902578607201576,0.9541829824447632
83,0.000728114620602248,0.03719657609630476,0.024043846875429153,0.9587274789810181
84,0.000785038975022069,0.036485396747148124,0.024183036759495735,0.9602906107902527
85,0.0006840567224143716,0.03915084147794364,0.02477318048477173,0.9542767405509949
86,0.001027744443169521,0.03911878286174577,0.025341110303997993,0.9543516039848328
87,0.0006997799787581351,0.039266623687244574,0.026753325015306473,0.9540058970451355
88,0.0007047797069069074,0.03749074070333443,0.02424839697778225,0.9580721259117126
89,0.00063755133182627,0.03703251835505979,0.024126863107085228,0.9590907692909241
90,0.0007644698493202347,0.036868433150402564,0.024248970672488213,0.9594524502754211
91,0.0008380025698416456,0.04432266662716145,0.02825908735394478,0.9413987398147583
92,0.0008956278150114539,0.03754322180048983,0.023391379043459892,0.9579546451568604
93,0.0006180054859428577,0.03724715729921792,0.0241371002048254,0.9586151838302612
94,0.0005802461641103625,0.03705399861239289,0.02441287785768509,0.9590432643890381
